qid,label,creator,year,country,country_clean,geo_tag,collection,location_label,lat,lon,sitelinks,pageviews_12mo,score,en_article,image
Q10322900,Madame Monet wearing a kimono,Claude Monet,1876,United States,United States,United States,Museum of Fine Arts Boston,Museum of Fine Arts Boston,42.339444444,-71.094166666,14,18214,44.0,La Japonaise (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet-Madame%20Monet%20en%20costume%20japonais.jpg
Q15734146,House by the Railroad,Edward Hopper,1925,United States,United States,United States,Museum of Modern Art,New York,43.0,-75.0,12,20590,44.0,House by the Railroad,http://commons.wikimedia.org/wiki/Special:FilePath/The%20House%20by%20the%20Railroad%20by%20Edward%20Hopper%201925.jpg
Q2272215,I and the Village,Marc Chagall,1911,United States,United States,United States,Museum of Modern Art,Museum of Modern Art,40.761444444,-73.977611111,10,23812,44.0,I and the Village,http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Chagall%2C%20I%20and%20the%20Village%20%2850394064557%29.jpg
Q26220165,The Parsonage Garden at Nuenen,Vincent van Gogh,1884,Netherlands,Netherlands,Netherlands,Groninger Museum,Groninger Museum,53.211944,6.565556,24,9052,43.9,The Parsonage Garden at Nuenen,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20The%20Parsonage%20Garden%20at%20Nuenen.jpg
Q247282,Apollo in the Forge of Vulcan,Diego Velázquez,1630,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,21,11063,43.9,Apollo in the Forge of Vulcan,http://commons.wikimedia.org/wiki/Special:FilePath/Vel%C3%A1zquez%20-%20La%20Fragua%20de%20Vulcano%20%28Museo%20del%20Prado%2C%201630%29.jpg
Q698228,Madonna of the Rosary,Caravaggio,1607,Austria,Austria,Austria,Kunsthistorisches Museum,Kunsthistorisches Museum,48.203880555,16.3616,20,11894,43.9,Madonna of the Rosary (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/Michelangelo%20Merisi%2C%20called%20Caravaggio%20-%20Madonna%20of%20the%20Rosary%20-%20Google%20Art%20Project.jpg
Q510799,Saint Jerome Writing,Caravaggio,1607,Malta,Malta,Europe other,Heritage Malta,St. John's Co-Cathedral,35.897778,14.512778,19,12743,43.9,"Saint Jerome Writing (Caravaggio, Valletta)",http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Saint%20Jerome%20in%20his%20study%20-%20Oratory%20of%20St%20John%20the%20Baptist%2C%20St%20John%E2%80%99s%20Co-Cathedral%2C%20Valletta.jpg
Q4373363,Idealized Portrait of a Lady (Portrait of Simonetta Vespucci as Nymph),Sandro Botticelli,1482,Germany,Germany,Germany,Städel Museum,Städel Museum,50.10322,8.67388,17,14309,43.9,"Portrait of a Young Woman (Botticelli, Frankfurt)",http://commons.wikimedia.org/wiki/Special:FilePath/Idealised%20Portrait%20of%20a%20Lady%20%28Portrait%20of%20Simonetta%20Vespucci%20as%20Nymph%29%20%28SM%20936%29.png
Q3702434,The Wedding Dance,Pieter Brueghel the Elder,1566,United States,United States,United States,Detroit Institute of Arts,Detroit Institute of Arts,42.359444444,-83.064722222,17,14440,43.9,The Wedding Dance,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20The%20Wedding%20Dance%20-%2030.374%20-%20Detroit%20Institute%20of%20Arts.jpg
Q3332564,Virgin Annunciate,Antonello da Messina,1475,Italy,Italy,Italy,Galleria Regionale della Sicilia,Galleria Regionale della Sicilia,38.11666667,13.37111111,16,15593,43.9,"Virgin Annunciate (Antonello da Messina, Palermo)",http://commons.wikimedia.org/wiki/Special:FilePath/Antonello%20da%20Messina%2C%20Annunciata%20di%20Palermo%2C%20circa%201475-77%20-FG2.jpg
Q4157667,The Demon Seated,Mikhail Vrubel,1890,Russia,Russia,Russia,Tretyakov Gallery,Tretyakov Gallery,55.741389,37.620864,16,15331,43.9,The Demon Seated,http://commons.wikimedia.org/wiki/Special:FilePath/Vrubel%20Demon.jpg
Q1569622,Madonna and Child Enthroned with Angels and Prophets. ˋSanta Trinità Maestà´,Cimabue,1290,Italy,Italy,Italy,Uffizi Gallery,Room A4 Giotto — Cimabue,43.768333333,11.255277777,13,18828,43.9,Santa Trinita Maestà,http://commons.wikimedia.org/wiki/Special:FilePath/Cimabue%20-%20Maest%C3%A0%20di%20Santa%20Trinita%20-%20Google%20Art%20Project.jpg
Q3745698,The Open Window,Henri Matisse,1905,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,12,20399,43.9,The Open Window (Matisse),http://commons.wikimedia.org/wiki/Special:FilePath/Fen%C3%AAtre%20ouverte%2C%20Collioure%2C%20par%20Henri%20Matisse.jpg
Q4445300,Judgement of Cambyses,Gerard David,1498,Belgium,Belgium,Belgium,Groeningemuseum,Groeningemuseum,51.205277777,3.226666666,12,20361,43.9,The Judgement of Cambyses,http://commons.wikimedia.org/wiki/Special:FilePath/Het%20Oordeel%20van%20Cambyses%2C%201498%2C%20Groeningemuseum%2C%200040035000.jpg
Q959628,Asmodea,Francisco Goya,1819,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,11,21648,43.9,Asmodea,http://commons.wikimedia.org/wiki/Special:FilePath/Vision%20fant%C3%A1stica%20o%20Asmodea%20%28Goya%29.jpg
Q3793374,The Blue Rider,Wassily Kandinsky,1903,Russia,Russia,Russia,http://www.wikidata.org/.well-known/genid/cbc4ae2d3da4aa8d16f9c8345e067a0d,Russia,66.416666666,94.25,11,21474,43.9,The Blue Rider (Kandinsky),http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky-Blue%20Rider.jpg
Q1245388,Madonna of the Pinks,Raphael,1506,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,20,11633,43.8,Madonna of the Pinks,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20Madonna%20of%20the%20Pinks.jpg
Q641666,Lady Writing a Letter with her Maid,Johannes Vermeer,1670,Ireland,Ireland,Europe other,National Gallery of Ireland,National Gallery of Ireland,53.34091,-6.25255,19,12403,43.8,Lady Writing a Letter with her Maid,http://commons.wikimedia.org/wiki/Special:FilePath/Woman%20writing%20a%20letter%2C%20with%20her%20maid%2C%20by%20Johannes%20Vermeer.jpg
Q574004,Crucifixion and Last Judgement diptych,Jan van Eyck,1440,United States,United States,United States,Hermitage Museum,Metropolitan Museum of Art,40.779444444,-73.963333333,14,17189,43.8,Crucifixion and Last Judgement diptych,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20van%20Eyck%20-%20Diptych%20-%20WGA07587.jpg
Q1192436,The Farm,Joan Miró,1920,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,14,17048,43.8,The Farm (Miró),
Q6046671,Interior,Edgar Degas,1868,United States,United States,United States,Philadelphia Museum of Art,Philadelphia Museum of Art,39.965833333,-75.181388888,14,17194,43.8,Interior (Degas),http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20-%20Interior%20-%20Google%20Art%20Project.jpg
Q153552,Young Woman at a Window,Salvador Dalí,1925,Spain,Spain,Spain,Museo Nacional Centro de Arte Reina Sofía,Museo Nacional Centro de Arte Reina Sofía,40.40857143,-3.6939961,10,22286,43.8,Young Woman at a Window,
Q729194,Portrait of Sebastián de Morra,Diego Velázquez,1644,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,10,22453,43.8,Portrait of Sebastián de Morra,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20%E2%80%93%20El%20buf%C3%B3n%20el%20Primo%20%28Museo%20del%20Prado%2C%201644%29.jpg
Q3292135,Mary Magdalen in Ecstasy,Caravaggio,1606,,,,http://www.wikidata.org/.well-known/genid/acd2e696b965e3fe49a1925d4187a31a,,,,10,22624,43.8,Mary Magdalen in Ecstasy,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20magdalene%20caravaggio.jpg
Q614047,Girl with a Red Hat,Johannes Vermeer,1669,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,19,12105,43.7,Girl with a Red Hat,http://commons.wikimedia.org/wiki/Special:FilePath/Vermeer%20-%20Girl%20with%20a%20Red%20Hat.JPG
Q1170194,Feast of the Rosary,Albrecht Dürer,1506,Czech Republic,Czech Republic,Europe other,National Gallery Prague,Sternberg Palace,50.090265,14.39657,19,11963,43.7,Feast of the Rosary,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20-%20Das%20Rosenkranzfest%20%281506%29.jpg
Q2275610,The Circus,Georges Seurat,1891,United States,United States,United States,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,19,12078,43.7,The Circus (Seurat),http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%20-%20The%20Circus%20-%20Google%20Art%20Project.jpg
Q18891111,The Kiss,Edvard Munch,1897,Norway,Norway,Europe other,Munch Museum,Munch Museum,59.90575,10.755305555,14,16958,43.7,The Kiss (Munch),http://commons.wikimedia.org/wiki/Special:FilePath/Edvard%20Munch%20-%20The%20Kiss%20-%20Google%20Art%20Project.jpg
Q18208623,Anxiety,Edvard Munch,1894,Norway,Norway,Europe other,Munch Museum,Munch Museum,59.90575,10.755305555,13,17939,43.7,Anxiety (Munch),http://commons.wikimedia.org/wiki/Special:FilePath/Edvard%20Munch%20-%20Anxiety%20-%20Google%20Art%20Project.jpg
Q3314110,A Pilgrimage to San Isidro,Francisco Goya,1819,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,12,19272,43.7,A Pilgrimage to San Isidro,http://commons.wikimedia.org/wiki/Special:FilePath/La%20romer%C3%ADa%20de%20San%20Isidro.jpg
Q3402890,The Scapegoat,William Holman Hunt,1854,United Kingdom,United Kingdom,United Kingdom,Lady Lever Art Gallery,Lady Lever Art Gallery,53.35576,-2.99932,12,19222,43.7,The Scapegoat (painting),http://commons.wikimedia.org/wiki/Special:FilePath/William%20Holman%20Hunt%20-%20The%20Scapegoat.jpg
Q1747569,The Madonna in the Church,Jan van Eyck,1430,Germany,Germany,Germany,Gemäldegalerie Berlin,German paintings 13th-16.th century room 4,52.508611111,13.364722222,22,9515,43.6,Madonna in the Church,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20van%20Eyck%20-%20The%20Madonna%20in%20the%20Church%20-%20Google%20Art%20Project.jpg
Q4156438,Girl with peaches,Valentin Serov,1887,Russia,Russia,Russia,Tretyakov Gallery,Tretyakov Gallery,55.741389,37.620864,19,11756,43.6,Girl with Peaches,http://commons.wikimedia.org/wiki/Special:FilePath/Valentin%20Serov%20-%20%D0%94%D0%B5%D0%B2%D0%BE%D1%87%D0%BA%D0%B0%20%D1%81%20%D0%BF%D0%B5%D1%80%D1%81%D0%B8%D0%BA%D0%B0%D0%BC%D0%B8.%20%D0%9F%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82%20%D0%92.%D0%A1.%D0%9C%D0%B0%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%20-%20Google%20Art%20Project.jpg
Q958245,The Last of England,Ford Madox Brown,1853,United Kingdom,United Kingdom,United Kingdom,Birmingham Museums Trust,Birmingham Museum and Art Gallery,52.480277777,-1.903611111,17,13323,43.6,The Last of England (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Ford%20Madox%20Brown%20-%20The%20Last%20of%20England%20-%20Google%20Art%20Project.jpg
Q4126322,Memory of the Garden at Etten,Vincent van Gogh,1888,Russia,Russia,Russia,Hermitage Museum,Hermitage Museum,59.940555555,30.313611111,16,14204,43.6,Memory of the Garden at Etten (Ladies of Arles),http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Willem%20van%20Gogh%20098.jpg
Q2264914,Infanta Margarita Teresa in a Blue Dress,Diego Velázquez,1659,Austria,Austria,Austria,Kunsthistorisches Museum,Kunsthistorisches Museum,48.203880555,16.3616,15,15180,43.6,Infanta Margarita Teresa in a Blue Dress,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Rodriguez%20de%20Silva%20y%20Vel%C3%A1zquez%20-%20Infanta%20Margarita%20Teresa%20in%20a%20Blue%20Dress%20-%20Google%20Art%20Project.jpg
Q2609235,Saint Francis of Assisi in Ecstasy,Caravaggio,1594,United States,United States,United States,Wadsworth Atheneum Museum of Art,Wadsworth Atheneum Museum of Art,41.763711,-72.673086,15,15224,43.6,Saint Francis of Assisi in Ecstasy (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Francis%20of%20Assisi%20in%20Ecstasy-Caravaggio%20%28c.1595%29.jpg
Q782079,The Harlequin's Carnival,Joan Miró,1924,United States,United States,United States,Buffalo AKG Art Museum,Buffalo AKG Art Museum,42.93245,-78.875618,11,20015,43.6,The Harlequin's Carnival,
Q3642171,"The Meeting, or Bonjour, Monsieur Courbet!",Gustave Courbet,1854,France,France,France,Musée Fabre,Musée Fabre,43.611736111,3.880191666,21,9949,43.5,The Meeting (Courbet),http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%20-%20Bonjour%20Monsieur%20Courbet%20-%20Mus%C3%A9e%20Fabre.jpg
Q2899286,Berthe Morisot with a Bouquet of Violets,Édouard Manet,1872,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,18,12308,43.5,Berthe Morisot with a Bouquet of Violets,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Berthe%20Morisot%20With%20a%20Bouquet%20of%20Violets%20-%20Google%20Art%20Project.jpg
Q398973,Salisbury Cathedral from the Bishop's Grounds,John Constable,1823,United Kingdom,United Kingdom,United Kingdom,Victoria and Albert Museum,Room 87,51.49685,-0.17162,17,13136,43.5,Salisbury Cathedral from the Bishop's Grounds,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Constable%20-%20Salisbury%20Cathedral%20from%20the%20Bishop%27s%20Grounds.jpg
Q1192090,The Absinthe Drinker,Édouard Manet,1859,Denmark,Denmark,Europe other,Ny Carlsberg Glyptotek,Ny Carlsberg Glyptotek,55.6725,12.571944444,16,14143,43.5,The Absinthe Drinker (Manet),http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%20-%20The%20Absinthe%20Drinker%2C%201859.jpg
Q23008305,Portrait of the Artist's Sisters Playing Chess,Sofonisba Anguissola,1555,Poland,Poland,Europe other,National Museum in Poznań,National Museum in Poznań,52.40865,16.928902,13,17047,43.5,The Game of Chess (Sofonisba Anguissola),http://commons.wikimedia.org/wiki/Special:FilePath/The%20Chess%20Game%20%28Sofonisba%20Anguissola%29%201555%20%284096x3236px%29.jpg
Q3762348,Jael and Sisera,Artemisia Gentileschi,1620,Hungary,Hungary,Europe other,"Museum of Fine Arts, Budapest","Museum of Fine Arts, Budapest",47.51587,19.07678,11,19371,43.5,Jael and Sisera (Artemisia Gentileschi),http://commons.wikimedia.org/wiki/Special:FilePath/Giaele%20e%20Sisara%20%28ca.1620%29%20-%20Artemisia%20Gentileschi%20%28Museum%20of%20Fine%20Arts%2C%20Budapest%29.jpg
Q11690349,Christ before the High Priest,Gerard van Honthorst,1617,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,11,19493,43.5,Christ Before the High Priest,http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20van%20Honthorst%20-%20Christ%20before%20the%20High%20Priest%20-%20WGA11650.jpg
Q3205872,Moonlit Night on the Dnieper,Arkhip Kuindzhi,1880,Russia,Russia,Russia,Russian Museum,Russian Museum,59.938592,30.332221,21,9819,43.4,Moonlit Night on the Dnieper,http://commons.wikimedia.org/wiki/Special:FilePath/Kuindzhi%20Moonlit%20night%20on%20the%20Dnieper%201880%20grm%20x2.jpg
Q1217187,Calumny of Apelles,Sandro Botticelli,1497,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,19,11102,43.4,Calumny of Apelles,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20La%20calumnia%20de%20Apeles.jpg
Q4188993,The Beguiling of Merlin,Edward Burne-Jones,1872,United Kingdom,United Kingdom,United Kingdom,Lady Lever Art Gallery,Lady Lever Art Gallery,53.35576,-2.99932,18,12013,43.4,The Beguiling of Merlin,http://commons.wikimedia.org/wiki/Special:FilePath/Beguiling%20of%20Merlin.jpg
Q1243299,The Abduction of Europa,Rembrandt,1632,United States,United States,United States,J. Paul Getty Museum,Getty Center,34.0775,-118.475,17,12896,43.4,The Abduction of Europa (Rembrandt),http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20The%20Abduction%20of%20Europa%20-%20Google%20Art%20Project.jpg
Q642198,"The Annunciation, with Saint Emidius",Carlo Crivelli,1486,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,16,13694,43.4,"The Annunciation, with Saint Emidius",http://commons.wikimedia.org/wiki/Special:FilePath/Crivelli%20Carlo%2C%20Annunciation.jpg
Q587514,The City Rises,Umberto Boccioni,1910,United States,United States,United States,Museum of Modern Art,Museum of Modern Art,40.761444444,-73.977611111,14,15532,43.4,The City Rises,http://commons.wikimedia.org/wiki/Special:FilePath/The%20City%20Rises%20by%20Umberto%20Boccioni%201910.jpg
Q3646498,A Slaughtered Ox,Rembrandt,1655,France,France,France,Department of Paintings of the Louvre,Room 844,,,14,15770,43.4,Slaughtered Ox,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20B%C5%93uf%20%C3%A9corch%C3%A9%20-%20Rembrandt%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20MI%20169.jpg
Q3387944,Pierrot,Jean-Antoine Watteau,1718,France,France,France,Department of Paintings of the Louvre,Louvre storage (depot),,,12,17755,43.4,Pierrot (Watteau),http://commons.wikimedia.org/wiki/Special:FilePath/Pierrot%20-%20Antoine%20Watteau%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20MI%201121%20-%20apr%C3%A8s%20restauration%202024.jpg
Q3547037,Early Sunday Morning,Edward Hopper,1930,United States,United States,United States,Whitney Museum of American Art,United States,39.828175,-98.5795,12,17987,43.4,Early Sunday Morning,http://commons.wikimedia.org/wiki/Special:FilePath/Early%20Sunday%20Morning%2C%20by%20Edward%20Hopper.jpg
Q1195610,The Man with the Golden Helmet,http://www.wikidata.org/.well-known/genid/d0552731ecc5454ffb740868eb039983,1650,Germany,Germany,Germany,Gemäldegalerie Berlin,Gemäldegalerie Berlin,52.508611111,13.364722222,11,19083,43.4,The Man with the Golden Helmet,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous%20-%20The%20Man%20with%20the%20Golden%20Helmet%20-%20811A%20-%20Gem%C3%A4ldegalerie.jpg
Q3381192,Philosopher in Meditation,Rembrandt,1632,France,France,France,Department of Paintings of the Louvre,Louvre Abu Dhabi,24.533,54.40001,11,19277,43.4,Philosopher in Meditation,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20The%20Philosopher%20in%20Meditation%20%28cleaned%29.jpg
Q2528145,Allegory of Prudence,Titian,1550,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,21,9515,43.3,Allegory of Prudence,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Allegorie%20der%20Zeit.jpg
Q2276130,The Epiphany,Hieronymus Bosch,1494,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,17,12587,43.3,"Adoration of the Magi (Bosch, Madrid)",http://commons.wikimedia.org/wiki/Special:FilePath/Hieronymus%20Bosch%20-%20Triptych%20of%20the%20Adoration%20of%20the%20Magi%20-%20WGA2606.jpg
Q12899114,Cleopatra and Caesar,Jean-Léon Gérôme,1866,United States,United States,United States,Raclin Murphy Museum of Art,Raclin Murphy Museum of Art,41.6938,-86.2351,14,15322,43.3,Cleopatra and Caesar (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Cleopatra%20and%20Caesar%20by%20Jean-Leon-Gerome.jpg
Q1132479,The Burial of Saint Lucy,Caravaggio,1608,Italy,Italy,Italy,Santa Lucia al Sepolcro sanctuary,Italy,42.5,12.5,13,16316,43.3,The Burial of Saint Lucy,http://commons.wikimedia.org/wiki/Special:FilePath/Burial%20of%20Saint%20Lucy-Caravaggio%20%281608%29.jpg
Q3221859,Coronation of the Virgin,Diego Velázquez,1634,Spain,Spain,Spain,Museo del Prado,Q104461902,40.413888888,-3.692222222,12,17519,43.3,Coronation of the Virgin (Velázquez),http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20-%20Coronation%20of%20the%20Virgin%20-%20Prado.jpg
Q2325834,Ecce Homo,Caravaggio,1605,Italy,Italy,Italy,Palazzo Bianco,Palazzo Bianco,44.411545,8.931815,12,17219,43.3,"Ecce Homo (Caravaggio, Genoa)",http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20%28Michelangelo%20Merisi%29%20-%20Ecce%20Homo%20-%20Google%20Art%20Project.jpg
Q3937441,Empress Eugenie Surrounded by her Ladies in Waiting,Q168659,1855,France,France,France,Château de Compiègne,Château de Compiègne,49.41916667,2.83111111,12,17261,43.3,Empress Eugénie Surrounded by her Ladies in Waiting,http://commons.wikimedia.org/wiki/Special:FilePath/Winterhalter%20Franz%20Xavier%20The%20Empress%20Eugenie%20Surrounded%20by%20her%20Ladies%20in%20Waiting.jpg
Q326887,The Black Brunswicker,John Everett Millais,1860,United Kingdom,United Kingdom,United Kingdom,Lady Lever Art Gallery,Lady Lever Art Gallery,53.35576,-2.99932,11,18796,43.3,The Black Brunswicker,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20The%20Black%20Brunswicker.jpg
Q4901871,La Leocadia,Francisco Goya,1819,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,10,19734,43.3,La Leocadia,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20y%20Lucientes%20-%20Manola%20%28La%20Leocadia%29%20-%20WGA10107.jpg
Q9366873,The Fall of Phaeton,Peter Paul Rubens,1605,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,10,19864,43.3,The Fall of Phaeton (Rubens),http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20The%20Fall%20of%20Phaeton%20%28National%20Gallery%20of%20Art%29.jpg
Q2610729,Portrait of Leo X,Raphael,1518,Italy,Italy,Italy,Galleria Palatina,Galleria Palatina,43.7652,11.25,22,8771,43.2,Portrait of Leo X,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Pope%20Leo%20X%20and%20his%20cousins%2C%20cardinals%20Giulio%20de%27%20Medici%20and%20Luigi%20de%27%20Rossi%20%28by%20Raphael%29.jpg
Q3299143,September Morn,Paul Émile Chabas,1912,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,15,13778,43.2,September Morn,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Chabas%20September%20Morn%20The%20Metropolitan%20Museum%20of%20Art.jpg
Q7920648,Venus with a Mirror,Titian,1555,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,15,13996,43.2,Venus with a Mirror,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Venus%20with%20a%20Mirror%20-%20Google%20Art%20Project.jpg
Q6251405,Pink and Blue,Pierre-Auguste Renoir,1881,Brazil,Brazil,Americas,São Paulo Museum of Art,São Paulo Museum of Art,-23.561111111,-46.655833333,14,14944,43.2,Pink and Blue (Renoir),http://commons.wikimedia.org/wiki/Special:FilePath/Renoir%20Mlles%20Cahen%20d%20Anvers.jpg
Q2892964,The Moneylender and his Wife,Quinten Metsys,1514,France,France,France,Department of Paintings of the Louvre,"Paintings Southern Netherlands, Antwerp, 1550-1580, Room 811",,,13,15845,43.2,The Money Changer and His Wife,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20pr%C3%AAteur%20et%20sa%20femme%20-%20Quentin%20Metsys%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%201444%20%3B%20MR%20821.jpg
Q1055111,Madonna and Child,Filippo Lippi,1460,Italy,Italy,Italy,Uffizi Gallery,Room A9 Paolo Uccello - Filippo Lippi - Piero della Francesca,43.768333333,11.255277777,12,16787,43.2,Madonna and Child (Lippi),http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20and%20Two%20Angels%20%28Lippi%29.jpg
Q1132486,The Martyrdom of Saint Ursula,Caravaggio,1610,Italy,Italy,Italy,Gallerie d'Italia,Gallerie d'Italia,,,11,18091,43.2,The Martyrdom of Saint Ursula (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/The%20Martyrdom%20of%20Saint%20Ursula-Caravaggio%20%281610%29.jpg
Q2592400,Blue Horse I,Franz Marc,1911,Germany,Germany,Germany,Lenbachhaus,Lenbachhaus,48.146944444,11.563611111,11,18273,43.2,Blue Horse I,http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Marc%20Blaues%20Pferd%201911.jpg
Q5996597,Paradise,Jacopo Tintoretto,1588,Italy,Italy,Italy,Doge's Palace,Sala del Maggior Consiglio,45.433666666,12.340416666,11,18049,43.2,Il Paradiso,http://commons.wikimedia.org/wiki/Special:FilePath/%28Venice%29%20Jacopo%20Tintoretto%20-%20Gloria%20del%20Paradiso%20-%20Sala%20del%20Maggior%20Consiglio.jpg
Q386453,Woman with a Water Jug,Johannes Vermeer,1660,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,23,7887,43.1,Woman with a Water Jug,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vermeer%20van%20Delft%20019.jpg
Q3633456,Dance in the City,Pierre-Auguste Renoir,1883,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,18,11032,43.1,Dance in the City,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20019.jpg
Q3234845,The Models,Georges Seurat,1886,United States,United States,United States,Barnes Foundation,Barnes Foundation,39.960643,-75.172808,17,11904,43.1,Models (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%20-%20Models%20%28Poseuses%29%20-%20BF811%20-%20Barnes%20Foundation.jpg
Q6609114,"Astronomer Copernicus, or Conversations with God",Jan Matejko,1873,Poland,Poland,Europe other,Jagiellonian University Museum,Jagiellonian University,50.061666666,19.933888888,16,12834,43.1,"Astronomer Copernicus, or Conversations with God",http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Matejko-Astronomer%20Copernicus-Conversation%20with%20God.jpg
Q17512050,The Architect's Dream,Thomas Cole,1840,United States,United States,United States,Toledo Museum of Art,Toledo Museum of Art,41.658333333,-83.559444444,16,12725,43.1,The Architect's Dream,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Cole%20-%20Architect%E2%80%99s%20Dream%20-%20Google%20Art%20Project.jpg
