qid,label,creator,year,country,country_clean,geo_tag,collection,location_label,lat,lon,sitelinks,pageviews_12mo,score,en_article,image
Q18756478,"Candaules, King of Lydia, Shews his Wife by Stealth to Gyges, One of his Ministers, as She Goes to Bed",William Etty,1830,United Kingdom,United Kingdom,United Kingdom,Tate,Tate,,,14,14558,43.1,"Candaules, King of Lydia, Shews his Wife by Stealth to Gyges, One of his Ministers, as She Goes to Bed",http://commons.wikimedia.org/wiki/Special:FilePath/Candaules%2C%20King%20of%20Lydia%2C%20Shews%20his%20Wife%20by%20Stealth%20to%20Gyges%2C%20One%20of%20his%20Ministers%2C%20as%20She%20Goes%20to%20Bed-WUS07220%20%28cropped%29.jpg
Q6644913,A nude woman doing her hair before a mirror,Christoffer Wilhelm Eckersberg,1841,Denmark,Denmark,Europe other,Hirschsprung Collection,Hirschsprung Collection,55.6899,12.57747,13,15677,43.1,A Nude Woman Doing Her Hair Before a Mirror,http://commons.wikimedia.org/wiki/Special:FilePath/C%20W%20Eckersberg%201841%20-%20Kvinde%20foran%20et%20spejl.jpg
Q5221207,Dante and Beatrice,Henry Holiday,1884,United Kingdom,United Kingdom,United Kingdom,Walker Art Gallery,Walker Art Gallery,53.410068,-2.979666,10,18773,43.1,Dante and Beatrice (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Holiday%20-%20Dante%20and%20Beatrice%20-%20Google%20Art%20Project.jpg
Q572697,Pesaro Madonna,Titian,1522,Italy,Italy,Italy,Santa Maria Gloriosa dei Frari,Santa Maria Gloriosa dei Frari,45.43693,12.32649,19,10109,43.0,Pesaro Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Frari%20%28Venice%29%20nave%20left%20-%20Altar%20of%20Madona%20di%20Ca%27Pesaro.jpg
Q2059447,The Misanthrope,Pieter Brueghel the Elder,1568,Italy,Italy,Italy,Museo di Capodimonte,Museo di Capodimonte,40.86699,14.250346,18,10884,43.0,The Misanthrope (Bruegel),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20d.%20%C3%84.%20035-2.jpg
Q647202,Head of Medusa,Peter Paul Rubens,1618,Austria,Austria,Austria,Kunsthistorisches Museum,Q109998474,48.203880555,16.3616,15,13359,43.0,Medusa (Rubens),http://commons.wikimedia.org/wiki/Special:FilePath/Rubens%20Medusa.jpeg
Q2980775,Cleopatra Testing Poisons on Condemned Prisoners,Alexandre Cabanel,1887,Belgium,Belgium,Belgium,Royal Museum of Fine Arts Antwerp,Royal Museum of Fine Arts Antwerp,51.208819,4.394349,13,15299,43.0,Cleopatra Testing Poisons on Condemned Prisoners,http://commons.wikimedia.org/wiki/Special:FilePath/Cleopatra%2C%20Alexandre%20Cabanel%2C%201887%2C%20Koninklijk%20Museum%20voor%20Schone%20Kunsten%20Antwerpen%2C%201505.jpg
Q3228069,The Lock,Jean-Honoré Fragonard,1777,France,France,France,Department of Paintings of the Louvre,Louvre Museum,48.861111111,2.335833333,13,15142,43.0,The Bolt (Fragonard),http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Verrou%20-%20Jean-Honor%C3%A9%20Fragonard%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%201974%202.jpg
Q17319634,The Threatened Swan,Jan Asselijn,1650,Netherlands,Netherlands,Netherlands,Rijksmuseum,Gallery of Honour,52.360025,4.885286111,13,14979,43.0,The Threatened Swan,http://commons.wikimedia.org/wiki/Special:FilePath/De%20bedreigde%20zwaan%20Rijksmuseum%20SK-A-4.jpeg
Q21655444,Gas,Edward Hopper,1940,United States,United States,United States,Museum of Modern Art,Museum of Modern Art,40.761444444,-73.977611111,12,16126,43.0,Gas (Hopper),http://commons.wikimedia.org/wiki/Special:FilePath/Hopper-Gas-1940.png
Q2157202,The Just Judges,Jan van Eyck,1432,Belgium,Belgium,Belgium,concept of unknown value in Wikibase,St Bavo's Cathedral,51.052974,3.727059,11,17112,43.0,The Just Judges,http://commons.wikimedia.org/wiki/Special:FilePath/Ghent%20Altarpiece%20E%20-%20Just%20Judges%20%28original%20painting%29.jpg
Q1122842,The Magpie on the Gallows,Pieter Brueghel the Elder,1568,Germany,Germany,Germany,Hessian State Museum Darmstadt,Hessian State Museum Darmstadt,49.874752721,8.653534752,27,5834,42.9,The Magpie on the Gallows,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Elster%20auf%20dem%20Galgen.jpg
Q1328065,Portrait of Eleanor of Toledo and her son Giovanni de' Medici,Bronzino,1544,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,20,9302,42.9,Portrait of Eleanor of Toledo,http://commons.wikimedia.org/wiki/Special:FilePath/Bronzino%20-%20Eleonora%20di%20Toledo%20col%20figlio%20Giovanni%20-%20Google%20Art%20Project.jpg
Q2388965,Self-Portrait,Albrecht Dürer,1498,Spain,Spain,Spain,Museo del Prado,Prado Hall 055B,40.413888888,-3.692222222,19,9945,42.9,"Self-Portrait (Dürer, Madrid)",http://commons.wikimedia.org/wiki/Special:FilePath/Selbstportr%C3%A4t%2C%20by%20Albrecht%20D%C3%BCrer%2C%20from%20Prado%20in%20Google%20Earth.jpg
Q1214313,Life stages,Caspar David Friedrich,1834,Germany,Germany,Germany,Museum der bildenden Künste,Museum der bildenden Künste,51.342449702,12.375661869,18,10601,42.9,The Stages of Life,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Die%20Lebensstufen%20%28ca.%201834%29.jpg
Q23915,An Old Man and his Grandson,Domenico Ghirlandaio,1490,France,France,France,Department of Paintings of the Louvre,Room 710,,,17,11381,42.9,An Old Man and his Grandson,http://commons.wikimedia.org/wiki/Special:FilePath/Ghirlandaio%2C%20Domenico%20-%20An%20Old%20Man%20and%20His%20Grandson%20-%20Louvre%20-%20Google%20Art%20Project.jpg
Q2264942,The Flagellation of Christ,Caravaggio,1607,Italy,Italy,Italy,Museo di Capodimonte,museum storage,40.86699,14.250346,14,13711,42.9,The Flagellation of Christ (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/The%20Flagellation%20of%20Christ-Caravaggio%20%281607%29.jpg
Q4404599,Sadko,Ilya Repin,1876,Russia,Russia,Russia,Russian Museum,Russian Museum,59.938592,30.332221,13,14670,42.9,Sadko (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Ilya%20Repin%20-%20Sadko%20-%20Google%20Art%20Project%20levels%20adjustment%202.jpg
Q2646680,The Stoning of Saint Stephen,Rembrandt,1624,France,France,France,Museum of Fine Arts of Lyon,Museum of Fine Arts of Lyon,45.766944444,4.833611111,16,11859,42.8,The Stoning of Saint Stephen,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20150.jpg
Q3373691,Winter landscape with skaters,Hendrick Avercamp,1608,Netherlands,Netherlands,Netherlands,Rijksmuseum,hall 2.6,52.359969444,4.885330555,16,11769,42.8,Winter Landscape with Skaters,http://commons.wikimedia.org/wiki/Special:FilePath/Hendrick%20Avercamp%20-%20Winterlandschap%20met%20ijsvermaak.jpg
Q6065609,Walk on the mountain,Joaquín Sorolla,1909,Spain,Spain,Spain,Sorolla Museum,Sorolla Museum,40.435404,-3.692539,16,11821,42.8,Walk on the Beach,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20y%20Bastida%20-%20Strolling%20along%20the%20Seashore%20-%20Google%20Art%20Project.jpg
Q3937621,Marie Antoinette and Her Children,Élisabeth Louise Vigée Le Brun,1787,France,France,France,Museum of the History of France,Antichambre de la reine du Château de Versailles,48.8044,2.12197,13,14390,42.8,Marie Antoinette and Her Children,http://commons.wikimedia.org/wiki/Special:FilePath/Louise%20Elisabeth%20Vig%C3%A9e-Lebrun%20-%20Marie-Antoinette%20de%20Lorraine-Habsbourg%2C%20reine%20de%20France%20et%20ses%20enfants%20-%20Google%20Art%20Project.jpg
Q4281369,Mariana,John Everett Millais,1851,United Kingdom,United Kingdom,United Kingdom,Tate,Tate Britain,51.491062,-0.127789,13,14506,42.8,Mariana (Millais),http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20Mariana%20-%20Google%20Art%20Project.jpg
Q3829347,Leda and the Swan,Michelangelo,1530,,,,Francis I of France,,,,13,14473,42.8,Leda and the Swan (Michelangelo),http://commons.wikimedia.org/wiki/Special:FilePath/Michelangelo%2C%20studio%20per%20la%20leda%2C%20casa%20buonarroti.jpg
Q4147036,Bubbles,John Everett Millais,1886,United Kingdom,United Kingdom,United Kingdom,Lady Lever Art Gallery,Lady Lever Art Gallery,53.35576,-2.99932,11,16572,42.8,Bubbles (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Bubbles%20by%20John%20Everett%20Millais.jpg
Q24965698,The Execution of Marshal Ney,Jean-Léon Gérôme,1868,United Kingdom,United Kingdom,United Kingdom,Sheffield Galleries and Museums Trust,Graves Art Gallery,53.3801,-1.46674,10,17720,42.8,The Execution of Marshal Ney,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9r%C3%B4me--Execution%20of%20Marshall%20Ney--1868--Sheffield.jpg
Q3181999,Greece on the Ruins of Missolonghi,Eugène Delacroix,1826,France,France,France,Musée des Beaux-Arts de Bordeaux,Musée des Beaux-Arts de Bordeaux,44.8374,-0.581,17,10868,42.7,Greece on the Ruins of Missolonghi,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20La%20Gr%C3%A8ce%20sur%20les%20ruines%20de%20Missolonghi%2C%201826.jpg
Q17086791,Red Square,Kazimir Malevich,1915,Russia,Russia,Russia,Russian Museum,Russian Museum,59.938592,30.332221,17,10889,42.7,Red Square (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Red%20Square.%20Visual%20Realism%20of%20a%20Peasant%20Woman%20in%20Two%20Dimensions.jpg
Q3632485,The Bacchanal of the Andrians,Titian,1523,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,16,11549,42.7,The Bacchanal of the Andrians,http://commons.wikimedia.org/wiki/Special:FilePath/Bacanal%20de%20los%20andrios.jpg
Q95562,The Peasant Dance,Pieter Brueghel the Elder,1568,Austria,Austria,Austria,Kunsthistorisches Museum,Kunsthistorisches Museum,48.203880555,16.3616,15,12247,42.7,The Peasant Dance,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20The%20Peasant%20Dance.jpg
Q3663892,The Polish Rider,Rembrandt,1655,United States,United States,United States,The Frick Collection,The Frick Collection,40.771111111,-73.967222222,13,14119,42.7,The Polish Rider,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20De%20Poolse%20ruiter%2C%20c.1655%20%28Frick%20Collection%29.jpg
Q3203172,Christ's Entry Into Brussels in 1889,James Ensor,1888,United States,United States,United States,J. Paul Getty Museum,Getty Center,34.0775,-118.475,11,16015,42.7,Christ's Entry Into Brussels in 1889,http://commons.wikimedia.org/wiki/Special:FilePath/Christ%27s%20Entry%20into%20Brussels%20in%201889.jpg
Q2270778,The Denial of Saint Peter,Caravaggio,1610,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,10,17348,42.7,The Denial of Saint Peter (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/The%20Denial%20of%20Saint%20Peter-Caravaggio%20%281610%29.jpg
Q2046100,Flora,Titian,1517,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,23,7004,42.6,Flora (Titian),http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%20-%20Flora%20-%20Google%20Art%20Project.jpg
Q2627810,The Waterseller of Seville,Diego Velázquez,1620,United Kingdom,United Kingdom,United Kingdom,Victoria and Albert Museum,United Kingdom,54.6,-2.0,18,9845,42.6,The Waterseller of Seville,http://commons.wikimedia.org/wiki/Special:FilePath/El%20aguador%20de%20Sevilla%2C%20por%20Diego%20Vel%C3%A1zquez.jpg
Q1796098,Brera Madonna,Piero della Francesca,1472,Italy,Italy,Italy,Pinacoteca di Brera,Pinacoteca di Brera,45.471955,9.187815,18,9784,42.6,Brera Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Piero%20della%20Francesca%20046.jpg
Q2267440,A Young Woman seated at a Virginal,Johannes Vermeer,1670,United Kingdom,United Kingdom,United Kingdom,National Gallery,Schloss Weißenstein,49.76274,10.82049,18,9839,42.6,Lady Seated at a Virginal,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vermeer%20van%20Delft%20-%20Jonge%20vrouw%20aan%20een%20virginaal%20%28ca.%201670-72%29.jpg
Q5818528,Oedipus and the Sphinx,Jean-Auguste-Dominique Ingres,1800,France,France,France,Department of Paintings of the Louvre,Louvre storage (depot),,,15,12048,42.6,Oedipus and the Sphinx (Ingres),http://commons.wikimedia.org/wiki/Special:FilePath/%C5%92dipe%20explique%20l%27%C3%A9nigme%20du%20sphinx%20-%20Jean-Auguste%20Dominique%20Ingres%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%20218.jpg
Q938115,Rejtan,Jan Matejko,1866,Poland,Poland,Europe other,Royal Castle in Warsaw,Royal Castle in Warsaw,52.247777777,21.014166666,14,12894,42.6,Rejtan (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Matejko%20-%20Upadek%20Polski%20%28Reytan%29.jpg
Q5296650,Portrait of Sir Thomas More,Hans Holbein the Younger,1527,United States,United States,United States,The Frick Collection,The Frick Collection,40.771111111,-73.967222222,14,12693,42.6,Portrait of Sir Thomas More,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Holbein%2C%20the%20Younger%20-%20Sir%20Thomas%20More%20-%20Google%20Art%20Project.jpg
Q5966403,The Cradle,Berthe Morisot,1872,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,11,15753,42.6,The Cradle (Morisot),http://commons.wikimedia.org/wiki/Special:FilePath/Berthe%20Morisot%20-%20The%20Cradle%20-%20Google%20Art%20Project.jpg
Q3268045,"Luxe, calme et volupté",Henri Matisse,1904,France,France,France,Musée National d'Art Moderne,Musée d'Orsay,48.859972,2.326527,10,16581,42.6,"Luxe, Calme et Volupté",http://commons.wikimedia.org/wiki/Special:FilePath/Luxe%2C%20calme%20et%20volupt%C3%A9%2C%20par%20Henri%20Matisse.jpg
Q2628761,Adoration of the Magi,Albrecht Dürer,1504,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,21,7925,42.5,Adoration of the Magi (Dürer),http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20-%20Adorazione%20dei%20Magi%20-%20Google%20Art%20Project.jpg
Q2273890,Miracle of the Slave,Jacopo Tintoretto,1547,Italy,Italy,Italy,Gallerie dell'Accademia,Gallerie dell'Accademia,45.431078,12.328139,17,10353,42.5,Miracle of the Slave (Tintoretto),http://commons.wikimedia.org/wiki/Special:FilePath/Tintoretto%20-%20Miracle%20of%20the%20Slave.jpg
Q4536026,The Appearance of Christ Before the People,Alexander Ivanov,1847,Russia,Russia,Russia,Tretyakov Gallery,Tretyakov Gallery,55.741389,37.620864,16,10871,42.5,The Appearance of Christ Before the People,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%20%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87%20%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%20-%20%D0%AF%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%B0%20%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D1%83%20%28%D0%AF%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%9C%D0%B5%D1%81%D1%81%D0%B8%D0%B8%29%20-%20Google%20Art%20Project.jpg
Q2378567,Annunciation,Fra Angelico,1420,Spain,Spain,Spain,Museo del Prado,Prado Hall 056B,40.413888888,-3.692222222,14,12504,42.5,"Annunciation (Fra Angelico, Madrid)",http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Angelico%20-%20The%20Annunciation%20-%20WGA0454.jpg
Q3794660,A Cotton Office in New Orleans,Edgar Degas,1873,France,France,France,Musée des Beaux-Arts de Pau,Musée des Beaux-Arts de Pau,43.297694444,-0.3645,10,16247,42.5,A Cotton Office in New Orleans,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Germain%20Hilaire%20Degas%20016.jpg
Q369810,The First Mourning,William-Adolphe Bouguereau,1888,Argentina,Argentina,Americas,"National Museum of Fine Arts, Argentina","National Museum of Fine Arts, Argentina",-34.583986,-58.39297,18,9327,42.4,The First Mourning,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Bouguereau%20-%20El%20primer%20duelo.jpg
Q1114718,Dance in the Country,Pierre-Auguste Renoir,1883,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,18,9415,42.4,Dance in the Country,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Auguste%20Renoir%20-%20Country%20Dance%20-%20Google%20Art%20Project.jpg
Q2665840,Pietà,Titian,1575,Italy,Italy,Italy,Gallerie dell'Accademia,Hall XI,45.431078,12.328139,18,9312,42.4,Pietà (Titian),http://commons.wikimedia.org/wiki/Special:FilePath/Accademia%20-%20Piet%C3%A0%20by%20Titian.jpg
Q2255224,Laocoön,El Greco,1610,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","Washington, D.C.",38.895,-77.036666666,16,10627,42.4,Laocoön (El Greco),http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20%28Domenikos%20Theotokopoulos%29%20-%20Laoco%C3%B6n%20-%20Google%20Art%20Project.jpg
Q10908882,La Grenouillère,Pierre-Auguste Renoir,1875,Sweden,Sweden,Europe other,Nationalmuseum,Nationalmuseum,59.328611111,18.078055555,16,10644,42.4,La Grenouillère (Renoir),http://commons.wikimedia.org/wiki/Special:FilePath/La%20Grenouill%C3%A8re%20%28Auguste%20Renoir%29%20-%20Nationalmuseum%20-%2019486.tif
Q948745,Rucellai Madonna,Duccio di Buoninsegna,1285,Italy,Italy,Italy,Uffizi Gallery,Room A4 Giotto — Cimabue,43.768333333,11.255277777,14,12353,42.4,Rucellai Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Duccio%20-%20Maest%C3%A0%20-%20Google%20Art%20Project.jpg
Q2715302,Madonna and Child with Saint Anne,Caravaggio,1605,Italy,Italy,Italy,Galleria Borghese,Galleria Borghese,41.91421,12.492144,14,12262,42.4,Madonna and Child with Saint Anne (Dei Palafrenieri),http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20with%20St.%20Anne-Caravaggio%20%28c.%201605-6%29.jpg
Q2269788,Portrait of Doctor Felix Rey,Vincent van Gogh,1889,Russia,Russia,Russia,Pushkin Museum of Fine Arts,Pushkin Museum of Fine Arts,55.74702868,37.60602901,13,13166,42.4,Portrait of Doctor Rey,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Portrait%20of%20Doctor%20F%C3%A9lix%20Rey%20%28F500%29.jpg
Q949567,The Shadow of Death,William Holman Hunt,1873,United Kingdom,United Kingdom,United Kingdom,Manchester Art Gallery,Manchester Art Gallery,53.478611111,-2.241388888,12,14064,42.4,The Shadow of Death,http://commons.wikimedia.org/wiki/Special:FilePath/William%20holman%20hunt-the%20shadow%20of%20death.jpg
Q8341785,The Madhouse,Francisco Goya,1814,Spain,Spain,Spain,Royal Academy of Fine Arts of San Fernando,Royal Academy of Fine Arts of San Fernando,40.41779,-3.70071,11,14871,42.4,The Madhouse,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20-%20La%20casa%20de%20locos%20-%20Google%20Art%20Project.jpg
Q2400652,The Wayfarer,Hieronymus Bosch,1500,Netherlands,Netherlands,Netherlands,Museum Boijmans Van Beuningen,Museum Boijmans Van Beuningen,51.914215,4.473341,20,7972,42.3,The Wayfarer (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Jheronimus%20Bosch%20-%20The%20Pedlar%20-%20Google%20Art%20Project.jpg
Q2155289,The Conjurer,http://www.wikidata.org/.well-known/genid/89011985b6d726cc4876ec47e46dfece,1502,France,France,France,Saint-Germain-en-Laye Civic Museum,Saint-Germain-en-Laye Civic Museum,48.794403,2.127681,15,11216,42.3,The Conjurer (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Hieronymus%20Bosch%20051.jpg
Q2274267,The Origin of the Milky Way,Jacopo Tintoretto,1575,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,15,11271,42.3,The Origin of the Milky Way,http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Tintoretto%20-%20The%20Origin%20of%20the%20Milky%20Way%20-%20Google%20Art%20Project.jpg
Q2269343,San Zaccaria Altarpiece,Giovanni Bellini,1505,Italy,Italy,Italy,San Zaccaria,Venice,45.439722222,12.331944444,14,11884,42.3,San Zaccaria Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Pala%20di%20San%20Zaccaria%20%28Venezia%29.jpg
Q2270805,The Boy in the Red Vest,Paul Cézanne,1889,Switzerland,Switzerland,Switzerland,Foundation E.G. Bührle Collection,Foundation E.G. Bührle Collection,47.353045,8.561758,14,12075,42.3,The Boy in the Red Vest,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20Le%20Gar%C3%A7on%20au%20gilet%20rouge%20-%20B%C3%BChrle.jpg
